Algoritma,Hesaplama_Suresi_ms,Ziyaret_Edilen_Dugum,Yol_Uzunlugu_m
Dijkstra,210.9279,18151,12.0581
Dijkstra,151.0057,12766,12.1995
Dijkstra,147.4910,12699,12.1995
Dijkstra,149.8516,12712,12.2167
Dijkstra,143.5537,12409,12.1167
Dijkstra,136.0662,11875,11.8167
Dijkstra,128.9970,11365,11.8167
Dijkstra,117.0978,10308,11.7167
Dijkstra,107.7011,9428,11.5752
Dijkstra,106.8042,8782,11.5924
Dijkstra,95.8530,8201,11.8024
Dijkstra,90.9285,7955,12.1711
Dijkstra,91.3725,7890,12.4225
Dijkstra,90.8952,7932,12.1811
Dijkstra,90.3201,7918,12.0811
Dijkstra,97.4271,7919,12.0397
Dijkstra,88.4441,7873,11.9983
Dijkstra,88.8442,7875,11.5811
Dijkstra,90.3925,7875,11.5811
Dijkstra,91.2259,8006,11.4811
Dijkstra,93.3704,8001,11.3811
Dijkstra,91.8272,7925,11.2397
Dijkstra,90.2126,7941,11.1397
Dijkstra,93.3210,7951,10.9983
Dijkstra,89.9585,7940,10.7983
Dijkstra,90.6946,7902,10.6983
Dijkstra,91.0717,7760,10.5983
Dijkstra,90.4805,7682,10.4983
Dijkstra,86.7132,7486,10.3983
Dijkstra,86.5034,7479,10.2983
Dijkstra,84.6424,7465,10.1983
Dijkstra,84.8134,7301,9.9983
Dijkstra,80.0816,7200,9.8569
Dijkstra,79.8707,7091,9.7569
Dijkstra,81.5341,6995,9.6569
Dijkstra,79.1518,7002,9.5569
Dijkstra,79.6932,6924,9.4983
Dijkstra,78.2782,6844,9.3983
Dijkstra,82.1209,6792,9.2983
Dijkstra,78.3496,6785,9.1983
Dijkstra,78.6233,6882,8.9569
Dijkstra,70.3869,6055,8.9569
Dijkstra,61.8429,5453,8.8569
Dijkstra,61.6563,5287,8.7154
Dijkstra,58.5569,5276,8.6154
Dijkstra,59.1806,5186,8.3740
Dijkstra,60.5010,5197,8.2740
Dijkstra,58.7499,5228,8.1326
Dijkstra,59.0602,5102,8.0326
Dijkstra,60.2536,5086,7.8912
Dijkstra,57.0243,5073,7.9326
Dijkstra,61.8095,5502,8.0740
Dijkstra,70.2227,5745,8.3698
Dijkstra,86.3808,5833,8.3456
Dijkstra,71.4764,5967,8.3627
Dijkstra,73.6250,6360,8.5456
Dijkstra,78.0533,6787,8.5870
Dijkstra,2547.5444,25420,10.8409
Dijkstra,1743.7109,17780,11.8995
Dijkstra,1774.4908,17738,11.9409
Dijkstra,1759.9560,17772,11.8995
Dijkstra,1995.7911,17772,11.8995
Dijkstra,2037.2038,17772,11.8995
Dijkstra,2025.0285,17772,11.8995
Dijkstra,2030.0832,17772,11.8995
Dijkstra,2097.1289,17772,11.8995
Dijkstra,2060.5345,17772,11.8995
Dijkstra,7.0664,57,0.0000
Dijkstra,6.9131,52,0.0000
Dijkstra,7.7935,58,0.0000
Dijkstra,9.0711,70,0.0000
Dijkstra,11.2741,81,0.0000
Dijkstra,10.4706,86,0.0000
Dijkstra,11.6621,99,0.0000
Dijkstra,12.5870,99,0.0000
Dijkstra,14.6411,109,0.0000
Dijkstra,14.5136,109,0.0000
Dijkstra,13.7189,109,0.0000
Dijkstra,14.5561,109,0.0000
Dijkstra,11.7873,109,0.0000
Dijkstra,16.0836,109,0.0000
Dijkstra,13.9648,114,0.0000
Dijkstra,14.5028,114,0.0000
Dijkstra,14.3387,114,0.0000
Dijkstra,14.3312,114,0.0000
Dijkstra,13.4554,109,0.0000
Dijkstra,12.3842,107,0.0000
Dijkstra,15.1053,110,0.0000
Dijkstra,13.2890,110,0.0000
Dijkstra,13.0634,115,0.0000
Dijkstra,13.2851,115,0.0000
Dijkstra,13.3696,110,0.0000
Dijkstra,13.7214,110,0.0000
Dijkstra,13.2926,110,0.0000
Dijkstra,16.4820,110,0.0000
Dijkstra,13.8682,110,0.0000
Dijkstra,13.0416,110,0.0000
Dijkstra,14.7048,110,0.0000
Dijkstra,12.9852,110,0.0000
Dijkstra,14.5615,115,0.0000
Dijkstra,13.1369,108,0.0000
Dijkstra,12.7937,110,0.0000
Dijkstra,14.9543,107,0.0000
Dijkstra,13.1857,107,0.0000
Dijkstra,14.9701,107,0.0000
Dijkstra,12.6484,107,0.0000
Dijkstra,12.4768,110,0.0000
Dijkstra,16.0130,110,0.0000
Dijkstra,12.7777,110,0.0000
Dijkstra,12.2573,103,0.0000
Dijkstra,13.8076,101,0.0000
Dijkstra,13.5298,101,0.0000
Dijkstra,14.5829,101,0.0000
Dijkstra,14.7739,101,0.0000
Dijkstra,12.4270,108,0.0000
Dijkstra,12.7406,108,0.0000
Dijkstra,14.2932,103,0.0000
Dijkstra,11.4695,103,0.0000
Dijkstra,13.3929,103,0.0000
Dijkstra,12.3298,101,0.0000
Dijkstra,13.1856,108,0.0000
Dijkstra,11.8144,103,0.0000
Dijkstra,11.9088,105,0.0000
Dijkstra,12.4598,108,0.0000
Dijkstra,14.1173,108,0.0000
Dijkstra,14.2403,108,0.0000
Dijkstra,12.5197,101,0.0000
Dijkstra,10.9817,101,0.0000
Dijkstra,12.6452,108,0.0000
Dijkstra,12.5459,108,0.0000
Dijkstra,11.9667,103,0.0000
Dijkstra,11.7612,101,0.0000
Dijkstra,13.9159,105,0.0000
Dijkstra,13.2948,102,0.0000
Dijkstra,14.2479,102,0.0000
Dijkstra,12.8664,103,0.0000
Dijkstra,12.0067,103,0.0000
Dijkstra,12.8930,105,0.0000
Dijkstra,13.2173,105,0.0000
Dijkstra,12.1917,105,0.0000
Dijkstra,12.0788,101,0.0000
Dijkstra,11.6593,103,0.0000
Dijkstra,12.5501,108,0.0000
Dijkstra,13.8233,108,0.0000
Dijkstra,12.2537,101,0.0000
Dijkstra,12.9928,108,0.0000
Dijkstra,13.5182,105,0.0000
Dijkstra,11.7726,105,0.0000
Dijkstra,12.5480,103,0.0000
Dijkstra,11.7548,101,0.0000
Dijkstra,11.8791,105,0.0000
Dijkstra,12.9908,105,0.0000
Dijkstra,11.4222,101,0.0000
Dijkstra,12.6731,101,0.0000
Dijkstra,12.7639,108,0.0000
Dijkstra,12.5423,105,0.0000
Dijkstra,13.7601,105,0.0000
Dijkstra,12.2907,103,0.0000
Dijkstra,14.2174,103,0.0000
Dijkstra,13.0226,103,0.0000
Dijkstra,15.1369,108,0.0000
Dijkstra,12.7901,103,0.0000
Dijkstra,12.8625,101,0.0000
Dijkstra,13.1210,108,0.0000
Dijkstra,15.6501,103,0.0000
Dijkstra,14.0977,105,0.0000
Dijkstra,13.2059,101,0.0000
Dijkstra,13.0779,105,0.0000
Dijkstra,15.4967,103,0.0000
Dijkstra,14.9961,105,0.0000
Dijkstra,13.6187,105,0.0000
Dijkstra,14.8942,103,0.0000
Dijkstra,12.5116,108,0.0000
Dijkstra,13.1616,105,0.0000
Dijkstra,14.0132,105,0.0000
Dijkstra,13.8969,105,0.0000
Dijkstra,14.4863,105,0.0000
Dijkstra,15.8643,101,0.0000
Dijkstra,14.3549,103,0.0000
Dijkstra,13.1077,103,0.0000
Dijkstra,11.7303,105,0.0000
Dijkstra,12.3549,108,0.0000
Dijkstra,12.7683,108,0.0000
Dijkstra,14.1981,108,0.0000
Dijkstra,14.1898,108,0.0000
Dijkstra,12.5150,101,0.0000
Dijkstra,12.3340,103,0.0000
Dijkstra,15.6276,102,0.0000
Dijkstra,12.2650,101,0.0000
Dijkstra,13.0814,103,0.0000
Dijkstra,15.5143,108,0.0000
Dijkstra,17.1365,108,0.0000
Dijkstra,12.2945,101,0.0000
Dijkstra,12.3851,101,0.0000
Dijkstra,11.8239,101,0.0000
Dijkstra,13.8022,103,0.0000
Dijkstra,12.8313,103,0.0000
Dijkstra,14.6691,103,0.0000
Dijkstra,15.4637,105,0.0000
Dijkstra,12.6440,105,0.0000
Dijkstra,12.3761,105,0.0000
Dijkstra,11.6073,101,0.0000
Dijkstra,15.1676,101,0.0000
Dijkstra,13.3432,105,0.0000
Dijkstra,12.6124,108,0.0000
Dijkstra,14.2706,108,0.0000
Dijkstra,11.4946,101,0.0000
Dijkstra,12.5656,101,0.0000
Dijkstra,14.2642,101,0.0000
Dijkstra,12.4016,101,0.0000
Dijkstra,13.5109,108,0.0000
Dijkstra,12.0550,102,0.0000
Dijkstra,12.6023,105,0.0000
Dijkstra,12.3898,105,0.0000
Dijkstra,13.7001,105,0.0000
Dijkstra,15.3041,108,0.0000
Dijkstra,12.6173,103,0.0000
Dijkstra,14.9595,103,0.0000
Dijkstra,13.5969,103,0.0000
Dijkstra,13.2538,101,0.0000
Dijkstra,13.7068,101,0.0000
Dijkstra,13.4486,105,0.0000
Dijkstra,13.8854,105,0.0000
Dijkstra,12.7686,105,0.0000
Dijkstra,12.2192,103,0.0000
Dijkstra,13.1057,103,0.0000
Dijkstra,13.9404,105,0.0000
Dijkstra,14.1467,108,0.0000
Dijkstra,12.3645,105,0.0000
Dijkstra,11.9410,108,0.0000
Dijkstra,13.0458,105,0.0000
Dijkstra,13.6065,105,0.0000
Dijkstra,12.8503,105,0.0000
Dijkstra,12.1079,105,0.0000
Dijkstra,13.6229,103,0.0000
Dijkstra,14.9895,103,0.0000
Dijkstra,13.1206,105,0.0000
Dijkstra,14.3680,108,0.0000
Dijkstra,12.2173,101,0.0000
Dijkstra,11.3559,101,0.0000
Dijkstra,12.3210,101,0.0000
Dijkstra,15.0912,103,0.0000
Dijkstra,13.1809,101,0.0000
Dijkstra,11.6390,103,0.0000
Dijkstra,13.2582,108,0.0000
Dijkstra,16.5705,108,0.0000
Dijkstra,12.6253,105,0.0000
Dijkstra,11.3078,103,0.0000
Dijkstra,11.8318,101,0.0000
Dijkstra,10.7657,101,0.0000
Dijkstra,10.8985,101,0.0000
Dijkstra,12.7612,108,0.0000
Dijkstra,13.6397,106,0.0000
Dijkstra,12.9436,103,0.0000
Dijkstra,12.7019,103,0.0000
Dijkstra,12.3792,103,0.0000
Dijkstra,12.4947,105,0.0000
Dijkstra,12.5409,105,0.0000
Dijkstra,13.6500,108,0.0000
Dijkstra,13.5287,103,0.0000
Dijkstra,12.2717,101,0.0000
Dijkstra,11.9320,108,0.0000
Dijkstra,12.7800,108,0.0000
Dijkstra,14.6045,108,0.0000
Dijkstra,12.1891,104,0.0000
Dijkstra,11.3646,101,0.0000
Dijkstra,12.5086,101,0.0000
Dijkstra,12.9064,105,0.0000
Dijkstra,13.6741,108,0.0000
Dijkstra,12.3039,108,0.0000
Dijkstra,13.5119,108,0.0000
Dijkstra,13.9105,105,0.0000
Dijkstra,13.6308,105,0.0000
Dijkstra,14.7484,103,0.0000
Dijkstra,12.4854,103,0.0000
Dijkstra,12.4537,103,0.0000
Dijkstra,13.5229,105,0.0000
Dijkstra,12.2057,105,0.0000
Dijkstra,12.9108,101,0.0000
Dijkstra,12.3300,101,0.0000
Dijkstra,17.0060,101,0.0000
Dijkstra,12.6752,103,0.0000
Dijkstra,12.2043,102,0.0000
Dijkstra,12.5282,108,0.0000
Dijkstra,11.4866,103,0.0000
Dijkstra,13.4315,103,0.0000
Dijkstra,12.5446,108,0.0000
Dijkstra,13.0870,105,0.0000
Dijkstra,15.4568,105,0.0000
Dijkstra,12.7093,101,0.0000
Dijkstra,14.8501,103,0.0000
Dijkstra,12.6149,108,0.0000
Dijkstra,12.5828,108,0.0000
Dijkstra,12.2053,108,0.0000
Dijkstra,12.7897,105,0.0000
Dijkstra,12.0110,104,0.0000
Dijkstra,12.3928,104,0.0000
Dijkstra,13.5304,102,0.0000
Dijkstra,14.1714,105,0.0000
Dijkstra,12.8077,105,0.0000
Dijkstra,11.6455,103,0.0000
Dijkstra,12.1787,101,0.0000
Dijkstra,14.5277,105,0.0000
Dijkstra,14.1098,105,0.0000
Dijkstra,14.0440,108,0.0000
Dijkstra,14.9020,108,0.0000
Dijkstra,11.7340,108,0.0000
Dijkstra,14.4261,108,0.0000
Dijkstra,11.7192,101,0.0000
Dijkstra,12.0848,105,0.0000
Dijkstra,13.0875,105,0.0000
Dijkstra,13.7898,105,0.0000
Dijkstra,12.1916,108,0.0000
Dijkstra,12.2462,108,0.0000
Dijkstra,12.4164,108,0.0000
Dijkstra,14.1212,103,0.0000
Dijkstra,11.4677,101,0.0000
Dijkstra,12.4849,103,0.0000
Dijkstra,14.1182,105,0.0000
Dijkstra,12.7084,105,0.0000
Dijkstra,12.8997,103,0.0000
Dijkstra,12.0395,102,0.0000
Dijkstra,13.9765,106,0.0000
Dijkstra,12.4033,101,0.0000
Dijkstra,12.8193,101,0.0000
Dijkstra,12.8019,103,0.0000
Dijkstra,12.5116,103,0.0000
Dijkstra,13.0950,105,0.0000
Dijkstra,14.0795,105,0.0000
Dijkstra,13.6132,108,0.0000
Dijkstra,13.9477,108,0.0000
Dijkstra,13.0704,108,0.0000
Dijkstra,12.1295,108,0.0000
Dijkstra,14.3351,108,0.0000
Dijkstra,12.9910,103,0.0000
Dijkstra,12.6146,103,0.0000
Dijkstra,12.2566,103,0.0000
Dijkstra,14.1114,103,0.0000
Dijkstra,13.8605,105,0.0000
Dijkstra,14.0451,105,0.0000
Dijkstra,12.1325,101,0.0000
Dijkstra,12.0396,101,0.0000
Dijkstra,12.1177,103,0.0000
Dijkstra,12.1913,103,0.0000
Dijkstra,12.9612,103,0.0000
Dijkstra,11.9206,101,0.0000
Dijkstra,12.1855,103,0.0000
Dijkstra,13.8667,108,0.0000
Dijkstra,15.0880,105,0.0000
Dijkstra,12.3374,105,0.0000
Dijkstra,12.7510,105,0.0000
Dijkstra,12.2862,103,0.0000
Dijkstra,12.9583,103,0.0000
Dijkstra,11.7225,103,0.0000
Dijkstra,12.4139,108,0.0000
Dijkstra,11.3836,101,0.0000
Dijkstra,12.5485,105,0.0000
Dijkstra,14.4039,108,0.0000
Dijkstra,14.4204,103,0.0000
Dijkstra,14.5277,105,0.0000
Dijkstra,14.1160,105,0.0000
Dijkstra,11.9521,105,0.0000
Dijkstra,14.8198,105,0.0000
Dijkstra,14.4834,108,0.0000
Dijkstra,14.8581,108,0.0000
Dijkstra,13.0425,108,0.0000
Dijkstra,12.1827,101,0.0000
Dijkstra,14.7866,101,0.0000
Dijkstra,12.5259,105,0.0000
Dijkstra,12.3819,103,0.0000
Dijkstra,12.1425,101,0.0000
Dijkstra,11.9386,103,0.0000
Dijkstra,12.5597,103,0.0000
Dijkstra,11.9015,108,0.0000
Dijkstra,12.5140,108,0.0000
Dijkstra,13.4226,101,0.0000
Dijkstra,15.1881,103,0.0000
Dijkstra,13.9118,103,0.0000
Dijkstra,17.1173,108,0.0000
Dijkstra,16.5332,108,0.0000
Dijkstra,13.6183,108,0.0000
Dijkstra,13.2392,108,0.0000
Dijkstra,12.8079,108,0.0000
Dijkstra,13.3231,103,0.0000
Dijkstra,12.4292,103,0.0000
Dijkstra,11.3058,103,0.0000
Dijkstra,12.3993,108,0.0000
Dijkstra,13.1503,108,0.0000
Dijkstra,12.8187,101,0.0000
Dijkstra,11.7622,101,0.0000
Dijkstra,11.0481,101,0.0000
Dijkstra,13.0914,108,0.0000
Dijkstra,13.0871,105,0.0000
Dijkstra,13.2822,105,0.0000
Dijkstra,11.6725,105,0.0000
Dijkstra,12.5408,103,0.0000
Dijkstra,13.6481,108,0.0000
Dijkstra,12.4737,103,0.0000
Dijkstra,12.7968,103,0.0000
Dijkstra,12.1357,105,0.0000
Dijkstra,11.7073,105,0.0000
Dijkstra,13.4220,105,0.0000
Dijkstra,12.4273,103,0.0000
Dijkstra,12.5427,103,0.0000
Dijkstra,12.5422,108,0.0000
Dijkstra,12.8648,108,0.0000
Dijkstra,11.7441,101,0.0000
Dijkstra,14.8300,101,0.0000
Dijkstra,13.8901,105,0.0000
Dijkstra,13.0805,101,0.0000
Dijkstra,13.9759,108,0.0000
Dijkstra,20.2734,108,0.0000
Dijkstra,12.7329,103,0.0000
Dijkstra,12.7346,103,0.0000
Dijkstra,13.8027,103,0.0000
Dijkstra,12.7023,105,0.0000
Dijkstra,15.0265,108,0.0000
Dijkstra,14.2743,101,0.0000
Dijkstra,13.1568,105,0.0000
Dijkstra,12.4567,105,0.0000
Dijkstra,13.5967,108,0.0000
Dijkstra,13.0539,108,0.0000
Dijkstra,13.7528,101,0.0000
Dijkstra,11.5540,101,0.0000
Dijkstra,13.0974,105,0.0000
Dijkstra,14.7036,108,0.0000
Dijkstra,13.8078,105,0.0000
Dijkstra,13.7433,105,0.0000
Dijkstra,13.4987,105,0.0000
Dijkstra,12.0450,103,0.0000
Dijkstra,12.7886,101,0.0000
Dijkstra,13.3818,101,0.0000
Dijkstra,12.9643,101,0.0000
Dijkstra,14.1159,105,0.0000
Dijkstra,13.3594,103,0.0000
Dijkstra,12.8946,103,0.0000
Dijkstra,11.7976,101,0.0000
Dijkstra,13.5695,108,0.0000
Dijkstra,15.0227,108,0.0000
Dijkstra,11.8887,101,0.0000
Dijkstra,13.0393,105,0.0000
Dijkstra,13.6515,105,0.0000
Dijkstra,12.4122,108,0.0000
Dijkstra,12.2257,108,0.0000
Dijkstra,10.6997,101,0.0000
Dijkstra,11.9771,101,0.0000
Dijkstra,12.8860,101,0.0000
Dijkstra,11.7259,101,0.0000
Dijkstra,12.8529,101,0.0000
Dijkstra,15.8966,108,0.0000
Dijkstra,13.4147,108,0.0000
Dijkstra,12.2024,108,0.0000
Dijkstra,12.0334,103,0.0000
Dijkstra,13.1556,103,0.0000
Dijkstra,13.8259,105,0.0000
Dijkstra,14.6682,108,0.0000
Dijkstra,13.1406,108,0.0000
Dijkstra,13.4320,108,0.0000
Dijkstra,12.8024,101,0.0000
Dijkstra,14.4683,108,0.0000
Dijkstra,14.6421,108,0.0000
Dijkstra,14.6979,108,0.0000
Dijkstra,12.9204,108,0.0000
Dijkstra,13.7874,108,0.0000
Dijkstra,12.8262,108,0.0000
Dijkstra,14.4055,108,0.0000
Dijkstra,14.7976,105,0.0000
Dijkstra,13.0196,102,0.0000
Dijkstra,13.9425,102,0.0000
Dijkstra,13.2079,103,0.0000
Dijkstra,13.0390,103,0.0000
Dijkstra,14.7540,103,0.0000
Dijkstra,13.4746,101,0.0000
Dijkstra,13.9038,103,0.0000
Dijkstra,14.1282,103,0.0000
Dijkstra,13.6283,105,0.0000
Dijkstra,15.6750,108,0.0000
Dijkstra,13.0320,102,0.0000
Dijkstra,13.1481,103,0.0000
Dijkstra,11.3012,101,0.0000
Dijkstra,11.6095,105,0.0000
Dijkstra,11.2191,105,0.0000
Dijkstra,11.8213,101,0.0000
Dijkstra,11.7878,103,0.0000
Dijkstra,10.9362,103,0.0000
Dijkstra,12.2290,105,0.0000
Dijkstra,12.5220,105,0.0000
Dijkstra,12.6066,103,0.0000
Dijkstra,12.4831,105,0.0000
Dijkstra,13.4210,105,0.0000
Dijkstra,13.2743,105,0.0000
Dijkstra,14.9752,105,0.0000
Dijkstra,13.9513,105,0.0000
Dijkstra,12.1405,104,0.0000
Dijkstra,13.2781,104,0.0000
Dijkstra,15.0373,105,0.0000
Dijkstra,13.2935,105,0.0000
Dijkstra,14.6837,105,0.0000
Dijkstra,12.2601,105,0.0000
Dijkstra,13.4958,105,0.0000
Dijkstra,11.9825,101,0.0000
Dijkstra,13.4005,101,0.0000
Dijkstra,12.6936,103,0.0000
Dijkstra,12.7037,103,0.0000
Dijkstra,11.3976,103,0.0000
Dijkstra,11.5100,103,0.0000
Dijkstra,11.6878,101,0.0000
Dijkstra,12.0036,108,0.0000
Dijkstra,11.9995,103,0.0000
Dijkstra,12.0845,101,0.0000
Dijkstra,12.2007,108,0.0000
Dijkstra,11.8204,105,0.0000
Dijkstra,13.7862,108,0.0000
Dijkstra,11.2708,103,0.0000
Dijkstra,12.2230,101,0.0000
Dijkstra,13.1096,108,0.0000
Dijkstra,12.1124,108,0.0000
Dijkstra,11.8152,108,0.0000
Dijkstra,11.8817,108,0.0000
Dijkstra,14.2398,108,0.0000
Dijkstra,11.3088,101,0.0000
Dijkstra,12.7360,101,0.0000
Dijkstra,12.8674,108,0.0000
Dijkstra,13.7947,108,0.0000
Dijkstra,15.7249,108,0.0000
Dijkstra,13.1307,108,0.0000
Dijkstra,11.8695,105,0.0000
Dijkstra,11.1169,105,0.0000
Dijkstra,11.1140,103,0.0000
Dijkstra,12.0536,108,0.0000
Dijkstra,10.9879,101,0.0000
Dijkstra,11.1644,101,0.0000
Dijkstra,14.9201,108,0.0000
Dijkstra,13.2984,108,0.0000
Dijkstra,12.9775,108,0.0000
Dijkstra,14.7703,108,0.0000
Dijkstra,12.6759,101,0.0000
Dijkstra,12.2148,101,0.0000
Dijkstra,13.2109,101,0.0000
Dijkstra,12.7674,101,0.0000
Dijkstra,12.5582,105,0.0000
Dijkstra,14.1156,105,0.0000
Dijkstra,12.5952,103,0.0000
Dijkstra,13.7044,108,0.0000
Dijkstra,12.8045,108,0.0000
Dijkstra,14.8682,105,0.0000
Dijkstra,13.1927,105,0.0000
Dijkstra,13.3587,103,0.0000
Dijkstra,12.3461,103,0.0000
Dijkstra,13.1483,108,0.0000
Dijkstra,12.9666,103,0.0000
Dijkstra,12.5044,103,0.0000
Dijkstra,12.9414,108,0.0000
Dijkstra,12.2177,101,0.0000
Dijkstra,12.3096,101,0.0000
Dijkstra,12.5638,101,0.0000
Dijkstra,14.3683,101,0.0000
Dijkstra,13.3508,108,0.0000
Dijkstra,13.8091,104,0.0000
Dijkstra,12.2634,105,0.0000
Dijkstra,13.9990,105,0.0000
Dijkstra,12.2977,105,0.0000
Dijkstra,13.2967,103,0.0000
Dijkstra,20.5253,105,0.0000
Dijkstra,11.9497,105,0.0000
Dijkstra,11.9900,105,0.0000
Dijkstra,15.0308,103,0.0000
Dijkstra,13.8549,103,0.0000
Dijkstra,12.0809,103,0.0000
Dijkstra,14.3437,103,0.0000
Dijkstra,12.9222,105,0.0000
Dijkstra,13.6009,105,0.0000
Dijkstra,11.8709,108,0.0000
Dijkstra,11.1373,101,0.0000
Dijkstra,12.0891,103,0.0000
Dijkstra,12.6735,103,0.0000
Dijkstra,11.2596,105,0.0000
Dijkstra,11.9200,108,0.0000
Dijkstra,13.2765,103,0.0000
Dijkstra,13.4180,103,0.0000
Dijkstra,12.8835,103,0.0000
Dijkstra,12.8123,105,0.0000
Dijkstra,11.9339,103,0.0000
Dijkstra,14.9873,103,0.0000
Dijkstra,12.6463,105,0.0000
Dijkstra,12.3551,105,0.0000
Dijkstra,12.7722,103,0.0000
Dijkstra,12.8466,103,0.0000
Dijkstra,12.1020,101,0.0000
Dijkstra,13.7532,105,0.0000
Dijkstra,14.4398,105,0.0000
Dijkstra,13.1162,105,0.0000
Dijkstra,11.6365,103,0.0000
Dijkstra,12.6861,108,0.0000
Dijkstra,12.8938,101,0.0000
Dijkstra,12.6387,101,0.0000
Dijkstra,10.5912,101,0.0000
Dijkstra,11.5779,101,0.0000
Dijkstra,12.2786,101,0.0000
Dijkstra,12.1763,101,0.0000
Dijkstra,14.7437,108,0.0000
Dijkstra,14.8307,106,0.0000
Dijkstra,12.9781,103,0.0000
Dijkstra,13.6750,108,0.0000
Dijkstra,15.3084,108,0.0000
Dijkstra,12.2905,103,0.0000
Dijkstra,13.2152,105,0.0000
Dijkstra,11.5676,105,0.0000
Dijkstra,11.9805,101,0.0000
Dijkstra,13.3489,101,0.0000
Dijkstra,13.3135,108,0.0000
Dijkstra,12.3235,105,0.0000
Dijkstra,11.5242,101,0.0000
Dijkstra,11.5996,103,0.0000
Dijkstra,12.1807,103,0.0000
Dijkstra,11.5345,105,0.0000
Dijkstra,13.6383,105,0.0000
Dijkstra,12.1925,105,0.0000
Dijkstra,13.4316,105,0.0000
Dijkstra,13.9932,108,0.0000
Dijkstra,15.2173,103,0.0000
Dijkstra,14.3062,103,0.0000
Dijkstra,12.3594,103,0.0000
Dijkstra,13.7338,105,0.0000
Dijkstra,12.2575,101,0.0000
Dijkstra,13.8440,105,0.0000
Dijkstra,14.0063,105,0.0000
Dijkstra,13.0946,105,0.0000
Dijkstra,12.1947,108,0.0000
Dijkstra,12.2327,108,0.0000
Dijkstra,10.4856,101,0.0000
Dijkstra,10.7735,101,0.0000
Dijkstra,11.3624,103,0.0000
Dijkstra,12.9375,105,0.0000
Dijkstra,12.6489,108,0.0000
Dijkstra,13.7387,108,0.0000
Dijkstra,12.0668,101,0.0000
Dijkstra,13.2544,101,0.0000
Dijkstra,13.0900,108,0.0000
Dijkstra,10.9139,103,0.0000
Dijkstra,13.5494,105,0.0000
Dijkstra,11.6522,105,0.0000
Dijkstra,13.3774,101,0.0000
Dijkstra,14.7923,108,0.0000
Dijkstra,12.5650,103,0.0000
Dijkstra,11.7521,101,0.0000
Dijkstra,12.5844,101,0.0000
Dijkstra,12.5176,108,0.0000
Dijkstra,11.9898,103,0.0000
Dijkstra,12.6923,101,0.0000
Dijkstra,14.2390,105,0.0000
Dijkstra,13.7923,105,0.0000
Dijkstra,12.4058,108,0.0000
Dijkstra,14.3103,108,0.0000
Dijkstra,13.1703,102,0.0000
Dijkstra,11.6439,102,0.0000
Dijkstra,14.3085,108,0.0000
Dijkstra,13.8836,108,0.0000
Dijkstra,11.8583,101,0.0000
Dijkstra,11.7428,103,0.0000
Dijkstra,12.5139,105,0.0000
Dijkstra,13.8061,105,0.0000
Dijkstra,11.9488,101,0.0000
Dijkstra,12.1964,101,0.0000
Dijkstra,12.0181,108,0.0000
Dijkstra,12.7593,106,0.0000
Dijkstra,13.5639,103,0.0000
Dijkstra,11.4182,108,0.0000
Dijkstra,11.8973,108,0.0000
Dijkstra,14.4435,108,0.0000
Dijkstra,14.1448,108,0.0000
Dijkstra,12.0504,101,0.0000
Dijkstra,13.2581,101,0.0000
Dijkstra,10.5800,101,0.0000
Dijkstra,11.0502,103,0.0000
Dijkstra,11.2366,103,0.0000
Dijkstra,11.9344,108,0.0000
Dijkstra,11.4656,105,0.0000
Dijkstra,12.9520,101,0.0000
Dijkstra,12.5687,103,0.0000
Dijkstra,13.1190,101,0.0000
Dijkstra,13.3863,101,0.0000
Dijkstra,13.0842,108,0.0000
Dijkstra,14.1741,108,0.0000
Dijkstra,14.0089,108,0.0000
Dijkstra,13.6932,108,0.0000
Dijkstra,12.8235,105,0.0000
Dijkstra,13.7492,102,0.0000
Dijkstra,13.1853,105,0.0000
Dijkstra,13.7999,105,0.0000
Dijkstra,11.2779,103,0.0000
Dijkstra,12.4024,105,0.0000
Dijkstra,12.6011,105,0.0000
Dijkstra,11.9722,105,0.0000
Dijkstra,14.4555,103,0.0000
Dijkstra,15.7776,103,0.0000
Dijkstra,13.9982,108,0.0000
Dijkstra,13.4860,103,0.0000
Dijkstra,13.1905,103,0.0000
Dijkstra,11.7600,103,0.0000
Dijkstra,12.1716,105,0.0000
Dijkstra,13.1781,105,0.0000
Dijkstra,13.7518,108,0.0000
Dijkstra,13.1202,103,0.0000
Dijkstra,12.3313,103,0.0000
Dijkstra,12.3098,103,0.0000
Dijkstra,12.9998,105,0.0000
Dijkstra,14.2624,103,0.0000
Dijkstra,14.9771,108,0.0000
Dijkstra,11.8244,101,0.0000
Dijkstra,11.0363,101,0.0000
Dijkstra,11.1347,103,0.0000
Dijkstra,10.4591,105,0.0000
Dijkstra,11.8776,105,0.0000
Dijkstra,296.8360,25420,10.8409
Dijkstra,227.1486,18003,12.0581
Dijkstra,158.7491,13533,12.0581
Dijkstra,148.3130,13057,11.9581
Dijkstra,155.2809,13415,12.0581
Dijkstra,152.8575,12787,11.8167
Dijkstra,143.9475,12028,11.7167
Dijkstra,127.1010,10930,11.7167
Dijkstra,109.8377,9527,11.5752
Dijkstra,105.7849,9054,11.5338
Dijkstra,104.7555,8356,11.8024
Dijkstra,93.6262,8196,12.1125
Dijkstra,91.6889,8006,12.4225
Dijkstra,95.9132,8051,12.2397
Dijkstra,91.9824,8047,12.1397
